AÑO,mes,dia,fecha,temperatura maxima,temperatura minima,temperatura media,lluvia media
2010,8,1,2010/8/1,33.4,23,28.7,0
2010,8,2,2010/8/2,33.6,23.5,27.5,8
2010,8,3,2010/8/3,32.4,22.4,27,12.9
2010,8,4,2010/8/4,32,22.2,28.7,5.6
2010,8,5,2010/8/5,33.2,22.6,28.8,47.7
2010,8,6,2010/8/6,34,21.6,27.9,0
2010,8,7,2010/8/7,32.6,23,28.2,0.1
2010,8,8,2010/8/8,34.6,23.6,29.6,0.5
2010,8,9,2010/8/9,35,23,29.7,0.2
2010,8,10,2010/8/10,35.5,22.3,28.6,1.2
2010,8,11,2010/8/11,35.5,23,29.2,0
2010,8,12,2010/8/12,36,22.5,30.7,0
2010,8,13,2010/8/13,35,23,30.4,0
2010,8,14,2010/8/14,33.5,23,26.6,1.7
2010,8,15,2010/8/15,34,22.5,28.4,11.2
2010,8,16,2010/8/16,35,23,29.3,14
2010,8,17,2010/8/17,34,22,27.9,6.7
2010,8,18,2010/8/18,32,22.2,27.6,14.6
2010,8,19,2010/8/19,33.2,22,26.9,2.1
2010,8,20,2010/8/20,32.8,22.2,27,13.1
2010,8,21,2010/8/21,31.6,22.6,26.5,27.4
2010,8,22,2010/8/22,33.2,22.2,27.1,3
2010,8,23,2010/8/23,31.6,22.2,26.9,0.2
2010,8,24,2010/8/24,33.8,23.2,28.1,40.1
2010,8,25,2010/8/25,34,22.5,27.9,0.3
2010,8,26,2010/8/26,34.5,22.5,29.1,8
2010,8,27,2010/8/27,33,23,28.6,51.2
2010,8,28,2010/8/28,34,22,28,23.3
2010,8,29,2010/8/29,34,22.5,26.7,7
2010,8,30,2010/8/30,33,23,27.7,0.7
2010,8,31,2010/8/31,34,22,28.2,32.5
2010,9,1,2010/9/1,35,22,27.2,125
2010,9,2,2010/9/2,33,22,28.5,1.9
2010,9,3,2010/9/3,30.6,23,27.5,0
2010,9,4,2010/9/4,34.5,22.5,30,0
2010,9,5,2010/9/5,36,23,31.1,84
2010,9,6,2010/9/6,34,21.5,28.1,3.2
2010,9,7,2010/9/7,35,22,29.4,1.8
2010,9,8,2010/9/8,34.5,23,28.5,0.2
2010,9,9,2010/9/9,35.6,22.5,29.2,16.5
2010,9,10,2010/9/10,34.5,21.5,27.5,18.2
2010,9,11,2010/9/11,34.5,21.5,28.4,1.7
2010,9,12,2010/9/12,32.6,23,28.9,0.5
2010,9,13,2010/9/13,33.5,22,28.7,0
2010,9,14,2010/9/14,33.4,23.2,29,0
2010,9,15,2010/9/15,33.6,23,28.3,13.4
2010,9,16,2010/9/16,34.6,22.4,28.3,0
2010,9,17,2010/9/17,34.6,23.2,29.9,6.9
2010,9,18,2010/9/18,34.2,23,29.5,13.9
2010,9,19,2010/9/19,33.4,21.6,27.5,50.2
2010,9,20,2010/9/20,33.5,22,27,8.8
2010,9,21,2010/9/21,34,22,27,2.6
2010,9,22,2010/9/22,34,21.5,27.8,3.2
2010,9,23,2010/9/23,33.6,22.2,28.1,12.2
2010,9,24,2010/9/24,32,22,27.4,13.2
2010,9,25,2010/9/25,29.5,21.5,25.4,13.6
2010,9,26,2010/9/26,29.5,22,26.3,0
2010,9,27,2010/9/27,31,22,27.5,0.8
2010,9,28,2010/9/28,32.4,22.4,26.7,22.8
2010,9,29,2010/9/29,30.2,22.6,26,13.5
2010,9,30,2010/9/30,27,22.4,24.7,2
2010,10,1,2010/10/1,30.6,22,26.4,0
2010,10,2,2010/10/2,30.2,21.4,26.5,0
2010,10,3,2010/10/3,31.6,21.4,26.8,0
2010,10,4,2010/10/4,31.5,18.5,23.4,0
2010,10,5,2010/10/5,32,19,26,0
2010,10,6,2010/10/6,28.6,21,25,0
2010,10,7,2010/10/7,31,15.5,24.8,0
2010,10,8,2010/10/8,31.5,16,25,0
2010,10,9,2010/10/9,31,19,25.9,0
2010,10,10,2010/10/10,32,18,25.8,0
2010,10,11,2010/10/11,31,19,25.7,0
2010,10,12,2010/10/12,32.6,19,26.7,0
2010,10,13,2010/10/13,31,19.8,26.3,0
2010,10,14,2010/10/14,31,19.2,25.8,0
2010,10,15,2010/10/15,31.2,19.2,25.7,0
2010,10,16,2010/10/16,30.6,19.8,26.1,0
2010,10,17,2010/10/17,31.4,21.4,25.9,0
2010,10,18,2010/10/18,32,19.2,26.9,0
2010,10,19,2010/10/19,31.5,21,27.3,0
2010,10,20,2010/10/20,33.5,20,27.1,0
2010,10,21,2010/10/21,30,21.5,25,0
2010,10,22,2010/10/22,32.2,20,26.3,0
2010,10,23,2010/10/23,33,19,26.9,0
2010,10,24,2010/10/24,33.5,21.5,28.1,0
2010,10,25,2010/10/25,35.8,23,27.7,6.8
2010,10,26,2010/10/26,37.4,21.8,30.4,0
2010,10,27,2010/10/27,36.6,21.4,29.9,0
2010,10,28,2010/10/28,33.2,24,28.9,1.5
2010,10,29,2010/10/29,32.3,22,27,3.5
2010,10,30,2010/10/30,30.6,21,26,0
2010,10,31,2010/10/31,32.5,19.8,26,0
2010,11,1,2010/11/1,33,20.4,27.2,0
2010,11,2,2010/11/2,34,20.5,28.2,0
2010,11,3,2010/11/3,34,21,27.9,0
2010,11,4,2010/11/4,30.5,21.5,25.6,0
2010,11,5,2010/11/5,30.4,14,22.9,0
2010,11,6,2010/11/6,28,15,22.7,0
2010,11,7,2010/11/7,28.2,13,21.8,0
2010,11,8,2010/11/8,29,12.5,22.1,0
2010,11,9,2010/11/9,29.6,15.2,23.5,0
2010,11,10,2010/11/10,32.2,16,24.4,0
2010,11,11,2010/11/11,32.2,18,25.7,0
2010,11,12,2010/11/12,30.8,20.4,25.2,0
2010,11,13,2010/11/13,29.4,16,23.7,0
2010,11,14,2010/11/14,31.6,15.6,25.1,0
2010,11,15,2010/11/15,35.6,16,27.1,0
2010,11,16,2010/11/16,35.6,19.5,28.6,0
2010,11,17,2010/11/17,34.4,21.8,28.5,0
2010,11,18,2010/11/18,32.6,22,27.1,0
2010,11,19,2010/11/19,34,21,26.4,9.6
2010,11,20,2010/11/20,30,21.5,24.7,0.3
2010,11,21,2010/11/21,31.5,21,25.3,0.1
2010,11,22,2010/11/22,32,19.6,25.3,0
2010,11,23,2010/11/23,30.6,18.8,25.1,0
2010,11,24,2010/11/24,31.6,19.4,25.7,0
2010,11,25,2010/11/25,34.4,17.8,25.9,0
2010,11,26,2010/11/26,36.2,21.2,28.8,0
2010,11,27,2010/11/27,32.4,20.2,27,0
2010,11,28,2010/11/28,32.4,21.2,26.2,0
2010,11,29,2010/11/29,33.5,19,26.8,0
2010,11,30,2010/11/30,35,21.5,28.4,0
2010,12,1,2010/12/1,28.5,20.6,24,0
2010,12,2,2010/12/2,30,19.5,25.3,0
2010,12,3,2010/12/3,29,19,23.7,0
2010,12,4,2010/12/4,29.5,15.8,23.3,0
2010,12,5,2010/12/5,27.5,15,22.3,0
2010,12,6,2010/12/6,28,17,22.9,0
2010,12,7,2010/12/7,29.2,15,22.8,0
2010,12,8,2010/12/8,30.4,17,24.1,0
2010,12,9,2010/12/9,28,19,23.2,0
2010,12,10,2010/12/10,28.4,13.6,21.8,0
2010,12,11,2010/12/11,30,12,22.3,0
2010,12,12,2010/12/12,31,15.6,24,0
2010,12,13,2010/12/13,27.5,14.2,21,0
2010,12,14,2010/12/14,25.4,11.6,18.9,0
2010,12,15,2010/12/15,28.8,14,21.8,0
2010,12,16,2010/12/16,33.4,11.8,22.8,0
2010,12,17,2010/12/17,34.6,14,24.8,0
2010,12,18,2010/12/18,32.6,18,26.2,0
2010,12,19,2010/12/19,29.6,16.8,23.8,0
2010,12,20,2010/12/20,31,15,24.3,0
2010,12,21,2010/12/21,29.8,16.4,23.2,0
2010,12,22,2010/12/22,27.4,16,22.8,0
2010,12,23,2010/12/23,27.2,12.8,21.1,0
2010,12,24,2010/12/24,29.2,18,23.7,0
2010,12,25,2010/12/25,29.8,16.8,23.9,0
2010,12,26,2010/12/26,27.2,17.4,22.1,0
2010,12,27,2010/12/27,26,12.8,20,0
2010,12,28,2010/12/28,26.8,17,22,0
2010,12,29,2010/12/29,31.8,15.6,23.7,0
2010,12,30,2010/12/30,36.5,17,26.2,0
2010,12,31,2010/12/31,36.6,19,29,0
2011,1,1,2011/1/1,35.6,19.4,28,-99.9
2011,1,2,2011/1/2,29.4,20,25.9,-99.9
2011,1,3,2011/1/3,31.2,17.5,25.3,-99.9
2011,1,4,2011/1/4,30.6,18.8,25,-99.9
2011,1,5,2011/1/5,32.2,17,25.1,-99.9
2011,1,6,2011/1/6,31.2,17,25.5,-99.9
2011,1,7,2011/1/7,31.4,16,24.6,-99.9
2011,1,8,2011/1/8,36.2,15.4,25.4,-99.9
2011,1,9,2011/1/9,36.6,17,28,-99.9
2011,1,10,2011/1/10,35.6,17.4,27.1,-99.9
2011,1,11,2011/1/11,34,21.5,27.8,-99.9
2011,1,12,2011/1/12,29,20.5,24.9,-99.9
2011,1,13,2011/1/13,29.8,19.8,24.1,-99.9
2011,1,14,2011/1/14,27.4,17.6,22.7,-99.9
2011,1,15,2011/1/15,27.6,18.4,22.8,-99.9
2011,1,16,2011/1/16,31,16,24.1,-99.9
2011,1,17,2011/1/17,34.2,16.8,26.1,-99.9
2011,1,18,2011/1/18,37,19.8,28.1,-99.9
2011,1,19,2011/1/19,33,21.6,27.9,-99.9
2011,1,20,2011/1/20,36.6,19.8,28.1,-99.9
2011,1,21,2011/1/21,35.2,21,28.6,-99.9
2011,1,22,2011/1/22,31.2,19.6,25.8,-99.9
2011,1,23,2011/1/23,30,20.6,25.5,-99.9
2011,1,24,2011/1/24,34,21.2,27.7,-99.9
2011,1,25,2011/1/25,36.6,21.2,28.8,-99.9
2011,1,26,2011/1/26,31,21.2,25.6,-99.9
2011,1,27,2011/1/27,31,20,25.1,-99.9
2011,1,28,2011/1/28,29,21,24.5,-99.9
2011,1,29,2011/1/29,28,19.5,23.5,-99.9
2011,1,30,2011/1/30,33,16.4,25.7,-99.9
2011,1,31,2011/1/31,34.6,21,28,-99.9
2011,2,1,2011/2/1,37.2,20,28.2,-99.9
2011,2,2,2011/2/2,34.4,21.4,28.4,-99.9
2011,2,3,2011/2/3,32,19.6,26.3,-99.9
2011,2,4,2011/2/4,33,20,27.1,-99.9
2011,2,5,2011/2/5,29,19.2,24.9,-99.9
2011,2,6,2011/2/6,34.6,15.8,25.9,-99.9
2011,2,7,2011/2/7,35.8,19.2,27.8,-99.9
2011,2,8,2011/2/8,32.8,20.5,26.7,-99.9
2011,2,9,2011/2/9,34.2,18.6,27.1,-99.9
2011,2,10,2011/2/10,35,19,27.5,-99.9
2011,2,11,2011/2/11,29.2,22.3,26.2,-99.9
2011,2,12,2011/2/12,31.2,19.8,25.7,-99.9
2011,2,13,2011/2/13,28,16.8,23.3,-99.9
2011,2,14,2011/2/14,29.4,19,23.5,-99.9
2011,2,15,2011/2/15,28.6,18.8,23.7,-99.9
2011,2,16,2011/2/16,30.4,19.6,25.1,-99.9
2011,2,17,2011/2/17,33.2,18.2,26.3,-99.9
2011,2,18,2011/2/18,33.2,22,27.5,-99.9
2011,2,19,2011/2/19,33.2,22,27,-99.9
2011,2,20,2011/2/20,32.2,20,26.6,-99.9
2011,2,21,2011/2/21,36.8,16.8,26.9,-99.9
2011,2,22,2011/2/22,38,19.3,28.8,-99.9
2011,2,23,2011/2/23,35.2,19.6,28.3,-99.9
2011,2,24,2011/2/24,36.4,19.8,28.3,-99.9
2011,2,25,2011/2/25,38,20.8,29.7,-99.9
2011,2,26,2011/2/26,36,20.7,28.5,-99.9
2011,2,27,2011/2/27,36.6,21.6,29.3,-99.9
2011,2,28,2011/2/28,38,23.5,31.1,-99.9
2011,3,1,2011/3/1,34.4,21.6,28.5,0
2011,3,2,2011/3/2,33.2,21,27.8,0
2011,3,3,2011/3/3,33.6,18,26.8,0
2011,3,4,2011/3/4,34.6,17.2,26.6,0
2011,3,5,2011/3/5,37,18,27.9,0
2011,3,6,2011/3/6,34.8,20.4,28.4,0
2011,3,7,2011/3/7,34,21.5,29.5,0
2011,3,8,2011/3/8,38,19.5,28.6,0
2011,3,9,2011/3/9,38.6,19.5,31.2,0
2011,3,10,2011/3/10,35.4,20.5,26.8,3
2011,3,11,2011/3/11,31.4,19.5,23.7,0
2011,3,12,2011/3/12,31.6,20.6,25.1,0
2011,3,13,2011/3/13,32,20.2,27.1,0
2011,3,14,2011/3/14,33.4,18.6,27,0
2011,3,15,2011/3/15,34,19.2,27.5,0
2011,3,16,2011/3/16,32.4,21.4,26.5,1.9
2011,3,17,2011/3/17,32.4,21.2,27.1,0.3
2011,3,18,2011/3/18,31.2,21.4,25.7,0
2011,3,19,2011/3/19,31.4,18.8,25.7,0
2011,3,20,2011/3/20,27.6,21.2,24.5,0
2011,3,21,2011/3/21,28,17,23,0
2011,3,22,2011/3/22,29.8,13.8,23.9,0
2011,3,23,2011/3/23,38,14.2,26,0
2011,3,24,2011/3/24,37,17.4,28.2,0
2011,3,25,2011/3/25,36,20,29.3,0
2011,3,26,2011/3/26,37.4,21.5,30.1,0
2011,3,27,2011/3/27,38.6,20,31.7,0
2011,3,28,2011/3/28,40.4,17.8,31.3,0
2011,3,29,2011/3/29,41.8,19.6,32.5,0
2011,3,30,2011/3/30,41.6,23.2,33.6,0
2011,3,31,2011/3/31,40.6,22,32.1,0
2011,4,1,2011/4/1,38,24,31.3,0
2011,4,2,2011/4/2,38,25,31.5,0
2011,4,3,2011/4/3,36.6,22.8,30.1,0
2011,4,4,2011/4/4,39,24.5,31.6,0
2011,4,5,2011/4/5,39.5,22.6,32.1,0
2011,4,6,2011/4/6,35.4,23,30.1,0
2011,4,7,2011/4/7,35.6,21.8,29.3,0
2011,4,8,2011/4/8,36.4,22.5,30.1,0
2011,4,9,2011/4/9,36.6,23,30.3,0
2011,4,10,2011/4/10,36,22.2,29.6,0
2011,4,11,2011/4/11,38.6,22.4,30.6,0
2011,4,12,2011/4/12,37,22.5,30.5,0
2011,4,13,2011/4/13,36.2,21.4,29.5,0
2011,4,14,2011/4/14,36,18,28.7,0
2011,4,15,2011/4/15,39,20.4,30.5,0
2011,4,16,2011/4/16,37,22.8,30.7,0
2011,4,17,2011/4/17,35.4,23.8,30.4,0
2011,4,18,2011/4/18,38,20.4,29.5,0
2011,4,19,2011/4/19,40,22,31.2,0
2011,4,20,2011/4/20,39.6,25,31.9,6.7
2011,4,21,2011/4/21,34,21.5,27.5,0
2011,4,22,2011/4/22,34.4,21.5,28.2,0.5
2011,4,23,2011/4/23,37,23,26.9,33
2011,4,24,2011/4/24,37,22,29,0
2011,4,25,2011/4/25,38,24.8,30.5,0.2
2011,4,26,2011/4/26,38.4,24.8,32.7,0
2011,4,27,2011/4/27,38.6,22.8,32.5,0
2011,4,28,2011/4/28,39.8,23.2,32.7,0
2011,4,29,2011/4/29,34.2,24.6,29.3,0.2
2011,4,30,2011/4/30,36.4,24,30.2,0
2011,5,1,2011/5/1,36.2,23.8,30,0
2011,5,2,2011/5/2,35.6,24,29.7,0
2011,5,3,2011/5/3,34.2,24.2,29.6,0
2011,5,4,2011/5/4,33,21.8,27.3,0
2011,5,5,2011/5/5,32,20.6,27.6,0
2011,5,6,2011/5/6,35,21,29.3,0
2011,5,7,2011/5/7,36,23,29.8,0
2011,5,8,2011/5/8,36.8,19.8,29.5,0
2011,5,9,2011/5/9,37.4,21,31.1,0
2011,5,10,2011/5/10,37.8,25.2,31.6,2.8
2011,5,11,2011/5/11,40.4,23.8,29.3,15.3
2011,5,12,2011/5/12,39.6,23.2,28.5,24.5
2011,5,13,2011/5/13,36.2,23.8,30.7,0
2011,5,14,2011/5/14,36.2,25.4,31.1,0
2011,5,15,2011/5/15,35.4,24.6,30.6,0
2011,5,16,2011/5/16,37.4,25,32.2,0
2011,5,17,2011/5/17,37.6,26,32,0
2011,5,18,2011/5/18,39.4,26,32.5,0
2011,5,19,2011/5/19,40.8,24.4,33.7,0
2011,5,20,2011/5/20,40.8,25.5,36.7,0
2011,5,21,2011/5/21,38.8,25.5,33.9,9.4
2011,5,22,2011/5/22,36.8,22,30.8,0
2011,5,23,2011/5/23,37.4,22.8,31.3,13
2011,5,24,2011/5/24,38.2,23.6,30.6,0
2011,5,25,2011/5/25,38.4,25.4,31.9,47.4
2011,5,26,2011/5/26,36.8,23.4,30.2,0.8
2011,5,27,2011/5/27,37,23,30.2,0
2011,5,28,2011/5/28,36.8,24.2,29.6,0.2
2011,5,29,2011/5/29,35.4,23.6,30.6,0
2011,5,30,2011/5/30,35.4,24.8,30.4,0
2011,5,31,2011/5/31,33.8,22.6,30.1,0
2011,6,1,2011/6/1,31.6,23,29.1,0
2011,6,2,2011/6/2,34,20.8,30.7,0
2011,6,3,2011/6/3,34.6,21.6,31.9,0
2011,6,4,2011/6/4,35,23.6,31.3,0
2011,6,5,2011/6/5,35.8,24.4,30.5,0
2011,6,6,2011/6/6,33,24.6,28.2,0
2011,6,7,2011/6/7,36.6,22.6,30.9,17.6
2011,6,8,2011/6/8,36.8,23.4,29.9,0.1
2011,6,9,2011/6/9,38.4,23.6,31.5,0.4
2011,6,10,2011/6/10,33,24.4,31.1,0
2011,6,11,2011/6/11,37.6,25,31.6,2.3
2011,6,12,2011/6/12,36,23.4,30.9,0.5
2011,6,13,2011/6/13,34.8,24.4,29.9,0
2011,6,14,2011/6/14,35.8,25.4,30.5,0
2011,6,15,2011/6/15,37,24.5,31.5,0.1
2011,6,16,2011/6/16,34,23.5,27.1,9.8
2011,6,17,2011/6/17,34,23.2,27.5,12.6
2011,6,18,2011/6/18,34,22.8,27,18.9
2011,6,19,2011/6/19,34.6,23.5,29,12
2011,6,20,2011/6/20,34.4,22,27.2,9.4
2011,6,21,2011/6/21,35.4,21,26.1,19.7
2011,6,22,2011/6/22,35,21,28.9,12.5
2011,6,23,2011/6/23,34.4,22.6,29.3,8.9
2011,6,24,2011/6/24,34,22.4,27.9,22.5
2011,6,25,2011/6/25,32.8,23.2,26.9,5.2
2011,6,26,2011/6/26,32.2,23.8,27.5,0.6
2011,6,27,2011/6/27,32.6,23.6,26.5,1.3
2011,6,28,2011/6/28,35.8,22.5,29.5,0
2011,6,29,2011/6/29,36.6,23.5,26.3,3.6
2011,6,30,2011/6/30,34.6,23.8,30.9,2.4
2011,7,1,2011/7/1,33.2,23.2,28.7,16
2011,7,2,2011/7/2,32,22,27,0.2
2011,7,3,2011/7/3,33,23.5,28.3,0
2011,7,4,2011/7/4,32.6,22.5,26.8,11.5
2011,7,5,2011/7/5,32.4,22.6,28.1,20.7
2011,7,6,2011/7/6,33.8,23.2,29.1,1.4
2011,7,7,2011/7/7,33.4,22.8,28.8,0
2011,7,8,2011/7/8,35,24.2,29.1,0
2011,7,9,2011/7/9,34.6,24.4,29.7,1.2
2011,7,10,2011/7/10,34,23,28.8,37.5
2011,7,11,2011/7/11,31.4,21.8,26.9,0
2011,7,12,2011/7/12,31.4,23.6,26.3,33.7
2011,7,13,2011/7/13,32.6,22.8,26.7,22.5
2011,7,14,2011/7/14,34.8,21.6,27.1,21.2
2011,7,15,2011/7/15,35,22,28.5,2
2011,7,16,2011/7/16,35,23.5,27.9,4.4
2011,7,17,2011/7/17,34,23,26.3,18.8
2011,7,18,2011/7/18,32.8,23.4,27.1,5.4
2011,7,19,2011/7/19,33.8,22.4,28.1,0
2011,7,20,2011/7/20,33.6,25,29.5,1
2011,7,21,2011/7/21,33.4,24,29.3,0
2011,7,22,2011/7/22,33.8,24.6,29.4,0
2011,7,23,2011/7/23,33,22.4,29.2,0
2011,7,24,2011/7/24,33.2,24.4,28.5,0
2011,7,25,2011/7/25,32.8,23.2,28.6,0.2
2011,7,26,2011/7/26,34,23.6,28.9,0
2011,7,27,2011/7/27,34.6,22.6,29.4,13.5
2011,7,28,2011/7/28,33.4,23,28.9,0.2
2011,7,29,2011/7/29,35,22.4,28.1,7
2011,7,30,2011/7/30,33,21.5,27.5,1
2011,7,31,2011/7/31,32.2,22.5,27.5,0.2
2011,8,1,2011/8/1,31.2,23.5,25.7,15.8
2011,8,2,2011/8/2,33.6,22.8,28.3,0
2011,8,3,2011/8/3,34,25,29.1,0.3
2011,8,4,2011/8/4,33.4,23.8,28.4,0
2011,8,5,2011/8/5,34.2,22,29.1,0
2011,8,6,2011/8/6,34.8,22.6,29.3,0.8
2011,8,7,2011/8/7,35,23.2,29.3,0
2011,8,8,2011/8/8,36,24.8,31.2,2.3
2011,8,9,2011/8/9,34.6,24.4,30,5
2011,8,10,2011/8/10,36.2,21.8,29.9,0
2011,8,11,2011/8/11,36,25.5,31.5,0.1
2011,8,12,2011/8/12,34.4,24,29.4,0
2011,8,13,2011/8/13,35,23,30.1,4.3
2011,8,14,2011/8/14,34.6,22,26.6,11.2
2011,8,15,2011/8/15,34,22.5,28.3,0
2011,8,16,2011/8/16,34.4,22,29,0.8
2011,8,17,2011/8/17,33.4,23.4,28.7,0
2011,8,18,2011/8/18,34.4,24,29.6,0
2011,8,19,2011/8/19,35,23.6,29.7,0
2011,8,20,2011/8/20,33,23.8,27.2,1.2
2011,8,21,2011/8/21,36.6,22.6,27.1,8.1
2011,8,22,2011/8/22,34.6,22.4,28.9,0
2011,8,23,2011/8/23,35.4,23.5,29.4,0
2011,8,24,2011/8/24,36,23.8,29.5,2
2011,8,25,2011/8/25,36,23,29.4,0.8
2011,8,26,2011/8/26,37,24.5,30,0
2011,8,27,2011/8/27,37,23.4,30.9,5.6
2011,8,28,2011/8/28,36,22.6,28.9,9.5
2011,8,29,2011/8/29,35.6,22.7,29.9,21.7
2011,8,30,2011/8/30,33.6,23,28.6,4.3
2011,8,31,2011/8/31,35.6,23.6,29.8,0
2011,9,1,2011/9/1,36.6,23,30.5,0
2011,9,2,2011/9/2,37,23,31.1,0
2011,9,3,2011/9/3,37.2,23.8,29.9,0
2011,9,4,2011/9/4,37.2,23.6,30.9,0
2011,9,5,2011/9/5,34.6,23,29.9,0
2011,9,6,2011/9/6,34.8,23.8,29.9,0
2011,9,7,2011/9/7,33.8,23.6,29.9,0
2011,9,8,2011/9/8,38,24.2,30.5,21.5
2011,9,9,2011/9/9,34,22,27.2,14
2011,9,10,2011/9/10,34,22,28.5,0
2011,9,11,2011/9/11,33.2,22.8,28.1,0.5
2011,9,12,2011/9/12,29,23.4,25.2,8.4
2011,9,13,2011/9/13,32.4,22.6,27.1,0
2011,9,14,2011/9/14,34.4,22.5,28.5,64.4
2011,9,15,2011/9/15,33.6,22.4,27.4,0
2011,9,16,2011/9/16,33.4,22.6,28.2,6.7
2011,9,17,2011/9/17,32.6,23,27.5,1
2011,9,18,2011/9/18,32.8,22.2,26.6,18.5
2011,9,19,2011/9/19,33,22.6,25.8,13.8
2011,9,20,2011/9/20,31.8,22.8,25.7,2
2011,9,21,2011/9/21,34,22,28.4,0
2011,9,22,2011/9/22,33.6,23.2,29.4,0.3
2011,9,23,2011/9/23,33.8,23.4,28.8,0
2011,9,24,2011/9/24,34,23,28.9,0.2
2011,9,25,2011/9/25,33.8,24,28.3,9.8
2011,9,26,2011/9/26,35.2,22.8,29,0
2011,9,27,2011/9/27,34.8,24.2,29.1,5.2
2011,9,28,2011/9/28,33.8,23,28.4,1.2
2011,9,29,2011/9/29,34.2,23.4,27.7,7
2011,9,30,2011/9/30,33.2,23.4,26.6,9.4
2011,10,1,2011/10/1,30,23,25.6,7.6
2011,10,2,2011/10/2,28.4,22.6,24.7,2
2011,10,3,2011/10/3,31.2,22.8,26.9,4
2011,10,4,2011/10/4,31.6,23,27.3,3.3
2011,10,5,2011/10/5,33.2,23.5,28.1,0
2011,10,6,2011/10/6,33,23.4,28.3,0
2011,10,7,2011/10/7,31.6,23.5,27.6,0
2011,10,8,2011/10/8,32.8,22.6,27.7,0
2011,10,9,2011/10/9,34.4,23,29,14
2011,10,10,2011/10/10,34.6,23,27.5,7.5
2011,10,11,2011/10/11,33.4,23.6,27.9,13.8
2011,10,12,2011/10/12,28.4,23.6,25.9,1.8
2011,10,13,2011/10/13,30.2,23.4,26.3,8
2011,10,14,2011/10/14,29.4,23.2,25.1,27.9
2011,10,15,2011/10/15,30,22.6,25.9,12.1
2011,10,16,2011/10/16,30.8,22.8,26.5,2.3
2011,10,17,2011/10/17,29,22.3,25.6,7.1
2011,10,18,2011/10/18,30,22.3,26.1,20.8
2011,10,19,2011/10/19,27,20,23.5,0
2011,10,20,2011/10/20,28,19.5,23.3,0
2011,10,21,2011/10/21,29,18,24.4,0
2011,10,22,2011/10/22,28.6,19.6,24.7,0
2011,10,23,2011/10/23,29.8,17,24.3,0
2011,10,24,2011/10/24,29,17.5,23.5,0
2011,10,25,2011/10/25,29.8,16.2,23.6,0
2011,10,26,2011/10/26,30,20,24.7,0
2011,10,27,2011/10/27,32.2,19.4,26.4,0
2011,10,28,2011/10/28,33,19.8,27.2,0
2011,10,29,2011/10/29,32.4,20.6,26.5,0
2011,10,30,2011/10/30,30.2,19.6,24.9,0
2011,10,31,2011/10/31,28.6,19.6,23.7,0
2011,11,1,2011/11/1,31.6,20.5,26.1,0
2011,11,2,2011/11/2,31,21,26.6,0
2011,11,3,2011/11/3,32,22,27.1,0
2011,11,4,2011/11/4,32.4,20.5,26.8,0
2011,11,5,2011/11/5,32,21,26.3,0
2011,11,6,2011/11/6,30.4,20,25.3,0
2011,11,7,2011/11/7,28.6,22.4,24.7,0
2011,11,8,2011/11/8,32.8,19.2,26.3,0
2011,11,9,2011/11/9,31.8,18,25.8,0
2011,11,10,2011/11/10,31.2,19.6,25.6,0
2011,11,11,2011/11/11,30.2,22.6,26.1,0
2011,11,12,2011/11/12,29,20.8,24.5,0
2011,11,13,2011/11/13,31.6,21,26.4,0
2011,11,14,2011/11/14,33,20.4,26.9,0
2011,11,15,2011/11/15,34.4,21,27.9,29.2
2011,11,16,2011/11/16,32,22,25.7,1
2011,11,17,2011/11/17,31.6,23.4,26.7,0.3
2011,11,18,2011/11/18,31,21.4,25.8,0
2011,11,19,2011/11/19,29.2,20.4,25,0
2011,11,20,2011/11/20,32.4,20.4,27.1,0
2011,11,21,2011/11/21,32.6,21.8,27.1,1
2011,11,22,2011/11/22,33,20.6,26.9,0
2011,11,23,2011/11/23,32.2,19.8,25.5,0.1
2011,11,24,2011/11/24,28.6,17.6,23.5,0
2011,11,25,2011/11/25,30.2,18.6,24.9,0
2011,11,26,2011/11/26,31.4,15.5,24.5,0
2011,11,27,2011/11/27,32.4,18.6,25.9,0
2011,11,28,2011/11/28,28,17.8,22.5,0
2011,11,29,2011/11/29,24.8,16,21,0
2011,11,30,2011/11/30,24.4,13.8,19.9,0
2011,12,1,2011/12/1,27.8,13.5,21.2,0
2011,12,2,2011/12/2,28.4,12.6,21.8,0.2
2011,12,3,2011/12/3,28,17,22.3,0
2011,12,4,2011/12/4,30.4,17.5,24.7,0
2011,12,5,2011/12/5,31.6,20.5,26.6,0
2011,12,6,2011/12/6,32.2,18.6,26.3,0
2011,12,7,2011/12/7,31,21,25.8,0
2011,12,8,2011/12/8,29,19.6,24.4,0
2011,12,9,2011/12/9,29,19.5,24.1,0
2011,12,10,2011/12/10,30,19,24.9,0
2011,12,11,2011/12/11,29.4,15,22.6,0
2011,12,12,2011/12/12,30.4,17.8,24.5,0
2011,12,13,2011/12/13,30.4,18.5,24.8,0
2011,12,14,2011/12/14,30.6,20.5,25.5,0
2011,12,15,2011/12/15,30,19.5,24.9,0
2011,12,16,2011/12/16,31,21,23.9,0
2011,12,17,2011/12/17,30.4,19,24.9,0
2011,12,18,2011/12/18,29.4,20.6,24.7,0
2011,12,19,2011/12/19,30,19,24.1,0
2011,12,20,2011/12/20,34.2,17,25.3,0
2011,12,21,2011/12/21,33,19,26.5,0
2011,12,22,2011/12/22,33.2,19.6,26.9,0
2011,12,23,2011/12/23,32.6,19.6,26.3,0
